label,text,cleaned_text
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",petey boy whereare friendsare theKingshead come canlove nic
ham,Ok i msg u b4 i leave my house.,ok msg leave house
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",Gimme few ltgt minute ago
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",Chance claim ur worth discount voucher today text shop SavaMob offer mobile Cs SavaMob POBOX MUZ Sub
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt ltTIMEgt fault listen tell twice
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free week No Nokia tone ur mobile week txt NOKIA txte tell ur mate wwgetzedcouk pobox wwq normp tone
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,win guarantee award cashto claim UR award free stop getstop php rg jx
ham,K I'll be there before 4.,
ham,I dled 3d its very imp,dle imp
ham,"sure, but make sure he knows we ain't smokin yet",sure sure know be smokin
ham,Boooo you always work. Just quit.,Boo work quit
ham,I am taking half day leave bec i am not well,take half day leave bec
ham,Ugh I don't wanna get out of bed. It's so warm.,ugh wanna bed warm
ham,S:)s.nervous  &lt;#&gt; :),ssnervous ltgt
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ring come guy costume gift future yowife Hint hint
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulation ur award cd gift voucher Free entry weekly draw txt music TnCs ww Ldewcomwinppmxage
ham,I borrow ur bag ok.,borrow ur bag ok
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",outbid simonwatson Shinco DVD Plyr bid visit sm ac smsreward end bid notification reply END
ham,Where's my boytoy? I miss you ... What happened?,boytoy miss happen
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",lot one babe model help Youi bring match
ham,Also are you bringing galileo or dobby,bring galileo dobby
ham,Then why you not responding,respond
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",boo BABE enjoyin yourjob GETTIN HUNNYHOPE URE oktake CARE ILLSPEAK SOONLOTS loveme xx
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine boytoy crave Ache fuck sip cappuccino miss babe tease kiss
ham,On the road so cant txt,road not txt
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smsservice yourinclusive text credit pls goto wwcomuknet login qxj unsubscribe STOP extra charge help COMUK cm AE
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,alfie Moon child need song ur mob tell ur ms Txt Tone charity Nokias poly charity poly ze profit charity
ham,Have a good evening! Ttyl,good evening ttyl
ham,Hmm .. Bits and pieces lol ... *sighs* ...,hmm bit piece lol sighs
ham,Hahaha..use your brain dear,Hahaha use brain dear
ham,Hey. You got any mail?,hey get mail
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sorry light turn green mean friend want ltgt worth
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thank yesterday sir wonderful hope enjoy burial MojiBiola
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,secret admirer REVEAL think special opt Reply REVEAL STOP msg recd cust care
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,hi mate RV hav nice hol message hello coz havent send age start drive stay roadsRVx
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",Dear Voucher Holder claim week offer PC httpwwetlpcoukexpressoffer tscs apply stop text txt stop
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank skype wit kz sura not pleasure company hope good give ultimatum oh countin aburo enjoy message send day ago
ham,Surely result will offer:),surely result offer
ham,Good Morning my Dear........... Have a great &amp; successful day.,Good Morning Dear great amp successful day
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,want anytime network min text new video phone pound week reply delivery tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",Sir late pay rent past month pay ltgt charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,try contact offer New Video Phone anytime network min HALF price Rental camcorder reply delivery
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,chance claim ur worth discount voucher text yes nowsavamob member offer mobile cs Sub remove txt stop
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,luv soo dont understand special ring morrow luv xx
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",pls send comprehensive mail pay
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,Prashanthettan mother pass away night pray family
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",urgent landline complimentary Ibiza Holiday cash await collection SAE tc po BOX sk wp ppm
ham,K.k:)when are you going?,kkwhen go
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,shit suite xavier decide ltgt second warning samantha come play jay guitar impress shit think doug realize live anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,stomach trauma swear eat well lose weight
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,officewhats matter msg nowi break
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah barely room fucking shoe sorry man later
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",today offer claim ur worth discount voucher text yes SavaMob member offer mobile cs Sub Unsub reply
ham,U reach orchard already? U wan 2 go buy tickets first?,reach orchard wan buy ticket
ham,"I am real, baby! I want to bring out your inner tigress...",real baby want bring inner tigress
ham,No da if you run that it activate the full version da.,da run activate version da
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",ah POOR BABYHOPE URFEELING BETTERSN LUV PROBTHAT OVERDOSE WORK HEY CAREFUL SPK sn lots LOVEJEN xx
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop story tell return say order
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy new friend fall love world discreet text date service text vip meet
ham,Going to take your babe out ?,go babe
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,Hai ana tomarrow come morning ltDECIMALgt ill sathy ll RTO office reply come home
ham,Spoons it is then okay?,spoon okay
ham,Did he just say somebody is named tampa,somebody name tampa
ham,In work now. Going have in few min.,work going min
ham,Your brother is a genius,brother genius
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",sorry guess hold connection maybe hour text
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,find time bus coz need sort stuff
ham,Dude ive been seeing a lotta corvettes lately,dude ve see lotta corvette lately
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,congratulation ur award yrs supply cd Virgin Records Mystery Gift guarantee tscs wwsmsconet pm approx mins
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider wall bunker shit important play peaceful guess place high matter
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private Account Statement XX show un redeem point Identifier Code expire
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello need posh bird chap user trial prod champney need address dob asap Ta
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,want Xmas free text message new video phone half price line rental free find
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",officially philosophical hole wanna home ready save
ham,Its going good...no problem..but still need little experience to understand american customer voice...,go good problem need little experience understand american customer voice
ham,I'll text you when I drop x off,text drop
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh long day exhausted want cuddle nap
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk Atleast day miss good FRIEND WORLD Shakespeare SHESIL ltgt
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",shop till Drop Cash Travel voucher NTT PO Box CRBT fixedline Cost ppm mobile vary
ham,Are you in castor? You need to see something,castor need
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly win Sony DVD player know country Liverpool play mid week txt ansr SP tyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,secret admirer look contact find rreveal think UR special
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,Secret Admirer look contact find rreveal think UR special stopsms
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder download content pay Goto httpdoit mymoby tv collect content
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",know give break time woul lead want miss curfew go to gibe til midnight movie go to til need come home need getsleep need studdye ear training
ham,I love to give massages. I use lots of baby oil... What is your fave position?,love massage use lot baby oil fave position
ham,Dude we should go sup again,dude sup
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyoo know change permission drive mac usb flash drive
ham,Gibbs unsold.mike hussey,gibb unsoldmike hussey
ham,I like to talk pa but am not able to. I dont know y.,like talk pa able not know
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,dun cut short leh dun like ah fail sad
ham,You unbelievable faglord,unbelievable faglord
ham,Wife.how she knew the time of murder exactly,wifehow know time murder exactly
ham,Why do you ask princess?,ask princess
ham,I am great princess! What are you thinking about me? :),great princess think
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,Nutter Cutter ctter Cttergg Cttargg Ctargg Ctagg ie
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ok noe ure busy bored msg oso dunno wat colour choose
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,class early tomorrow try smoke ltgt
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",Superb Thought Be grateful not want mean opportunity happy tomorrow today
ham,Hope you are having a good week. Just checking in,hope have good week check
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",hope agent drop book thing year boston nyc experiment
ham,"Thursday night? Yeah, sure thing, we'll work it out then",Thursday night yeah sure thing work
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",free ringtone wait collect simply text password MIX verify usher Britney FML
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worry thing come outstanding invoice work month ago
ham,How is it possible to teach you. And where.,possible teach
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",wonder phone battery go dead tell love babe
ham,Lovely smell on this bus and it ain't tobacco... ,lovely smell bus be tobacco
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",get worried derek taylor assume bad
ham,Hey what's up charles sorry about the late reply.,hey charle sorry late reply
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",last Stereophonics Marley Dizzee Racal Libertines Strokes Win Nookii game Flirt click TheMob WAP Bookmark text WAP
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ill plus say grinule greet speak
ham,WHITE FUDGE OREOS ARE IN STORES,WHITE FUDGE OREOS STORES
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",January Male Sale Hot Gay chat cheap national rate min cheap min peak stop text min
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,love come take long leave Zaher get word ym happy sad leave miss
ham,I am sorry it hurt you.,sorry hurt
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,feel nauseous pissed eat sweet week cause today plan pig diet week hungry
ham,Ok lor but not too early. Me still having project meeting now.,ok lor early have project meeting
ham,"Call me da, i am waiting for your call.",da wait
ham,I could ask carlos if we could get more if anybody else can chip in,ask carlos anybody chip
ham,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people msgs think Iam addict msging wrong Bcoz dont know Iam addict sweet friend BSLVYL
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,hey give photo register drive ah Tmr wanna meet yck
ham,Dont talk to him ever ok its my word.,not talk ok word
ham,When u wana see it then,wana
ham,On ma way to school. Can you pls send me ashley's number,ma way school pls send ashley number
ham,It shall be fine. I have avalarr now. Will hollalater,shall fine avalarr hollalater
ham,She went to attend another two rounds today..but still did't reach home..,go attend round today didt reach home
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually delete old website blogge magicalsongsblogspotcom
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",wait chikku il send aftr ltgt min
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,diet eat slice pizza yesterday Ugh diet
ham,K:)i will give my kvb acc details:),Ki kvb acc detail
ham,Oh all have to come ah?,oh come ah
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money lucky winner claim prize text money million away pptxnormal text rate box wtjy
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),sorry will able fridayhope find alternativehope yr term go ok
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulation ore mo owo wa enjoy wish happy moment fro
ham,So do you have samus shoulders yet,samus shoulder
ham,What time you think you'll have it? Need to know when I should be near campus,time think need know near campus
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear Matthew landline complimentary lux Tenerife holiday cash await collection ppm SAE tcs Box SKXH
ham,Then dun wear jeans lor...,dun wear jeans lor
ham,"Since when, which side, any fever, any vomitin.",fever vomitin
ham,K:)k.are you in college?,kkare college
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent Landline complimentary Tenerife Holiday cash await collection SAE tc BOX HP yf ppm
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,well Friday stuff like pig yesterday feel bleh writhe pain kind bleh
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),sell ton coin sell coin paypal Voila money life pocket
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,lot place hospital medical place safe
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),get touch folk wait company txt age opt enjoy community SMS
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,sorta blow couple time recently text blue look weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",send score sophas secondary application school think think apply research cost contact joke ogunrinde school expensive one
ham,I cant wait to see you! How were the photos were useful? :),not wait photo useful
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently pound maximize ur cash send msg CC po BOX TCR
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey book kb sit lesson go ah sat night free need meet confirm lodging
ham,Chk in ur belovd ms dict,Chk ur belovd ms dict
ham,Is that what time you want me to come?,time want come
ham,"Awesome, lemme know whenever you're around",awesome lemme know
ham,Shb b ok lor... Thanx...,shb ok lor Thanx
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",beautiful Truth Gravity read carefully Our heart feel light feel heavy leave GOOD NIGHT
ham,Also remember to get dobby's bowl from your car,remember dobby bowl car
spam,Filthy stories and GIRLS waiting for your,filthy story GIRLS wait
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry ur msg Yar lor poor thing night Tmr ull brand new room sleep
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love decision feeling decide love life simple magical
ham,Welp apparently he retired,Welp apparently retire
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest reply confirm send right person
ham,Where @,
ham,U sure u can't take any sick time?,sure sick time
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent try contact Todays draw show win prize guarantee land line claim validhr
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve temple amp church
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,Yo chad gymnastics class wanna site say Christians class
ham,Are you this much buzy,buzy
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,well catch let ask sell ltgt
ham,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,want come backa beautiful necklace token heart youthat wife likingbe thatdont mei wait till come
ham,Are you willing to go for aptitude class.,willing aptitude class
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",will not try sort house ok
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",Yar lor wan horse race today mah eat early lor eat chicken rice
ham,"Haha awesome, omw back now then",haha awesome omw
ham,Yup i thk so until e shop closes lor.,yup thk shop close lor
ham,what is your account number?,account number
ham,Eh u send wrongly lar...,eh send wrongly lar
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey ad crap nite borin ya boggy boring biatch thanx wait til nxt time il ave ya
ham,Ok i shall talk to him,ok shall talk
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,not hesitate know time weakness like notebook eat day change day sure
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salary de ltgt
ham,Another month. I need chocolate weed and alcohol.,month need chocolate weed alcohol
ham,If he started searching he will get job in few days.he have great potential and talent.,start search job dayshe great potential talent
ham,Reckon need to be in town by eightish to walk from * carpark.,Reckon need town eightish walk carpark
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrat mobile Videophones videochat wid mate play java game Dload polyPH music noline rentl
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look FUCKIN TIME FUCK think
ham,Yo guess what I just dropped,Yo guess drop
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,Carlos say mu ltgt minute
ham,I'm in office now . I will call you  &lt;#&gt;  min:),office ltgt min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",gee miss know think Fuck wait till year love kiss
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",Yun ahthe ubi wan tomorrowcall look ireneere get bus Ubi cre ubi tech parkph wkg day
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,Ugh got to drive sd la butt sore
ham,26th OF JULY,JULY
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi have relaxing time day party good night home tomorrow ish
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,wan come come lor din stripe skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,Xmas story peace Xmas msg love Xmas miracle jesus hav bless month ahead amp wish Merry Xmas
ham,"I can't, I don't have her number!",number
ham,Change again... It's e one next to escalator...,change escalator
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,Yetunde class run water ok pls
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,lot happen feel quiet Beth aunt charlie work lot helen mo
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,wait bus stop aft ur lect lar dun car come pick
ham,"Aight will do, thanks again for comin out",aight thank comin
ham,No..but heard abt tat..,hear abt tat
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,customer service representative FREEPHONE ampm WON guarantee cash prize
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes great bhaji tell kallis good cricketer sachin worldvery tough
ham,&lt;#&gt;  am I think? Should say on syllabus,ltgt think syllabus
ham,Umma. Did she say anything,Umma
ham,Give me a sec to think think about it,sec think think
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,Panasonic BluetoothHdset FREE Nokia FREE Motorola FREE DoubleMins DoubleTxt Orange contract mobileupd optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,know hold cud pick bout pm pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",Poyyarikatur kolathupalayam unjalur post erode dis ltgt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",Dear Hero leave qatar tonite apt opportunitypls touch ltEMAILgt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol mom fit tell family crazy terrible
ham,"I just got home babe, are you still awake ?",get home babe awake
ham,I dunno they close oredi not... ÌÏ v ma fan...,dunno close oredi ma fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,buy pizza meat lover supreme pick
ham,"Ya, told..she was asking wats matter?",Ya tell ask wat matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dear regret cudnt pick calldrove frm ctla cochin homeleft mobile car ente style ishtamayoohappy bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free week No Nokia tone ur mob week txt NOKIA txte tell ur mate wwgetzedcouk pobox wwq normp tone
ham,Shall i send that exe to your mail id.,shall send exe mail
ham,Nope watching tv at home... Not going out. V bored...,Nope watch tv home go bored
ham,Don know..wait i will check it.,Don know wait check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon glorious anniversary day sweet hope find happy content Prey think send teasing kiss sea coax image fond souvenier Cougar Pen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebody know secretly fancy Wanna find Landline DATEBoxEssexCMXN min
ham,We still on for tonight?,tonight
ham,May i call You later Pls,later pls
ham,Hasn't that been the pattern recently crap weekends?,pattern recently crap weekend
ham,I have a sore throat. It's scratches when I talk,sore throat scratch talk
ham,Yes da. Any plm at ur office,yes da plm ur office
ham,Are you not around or just still asleep? :V,asleep
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",lol forget eh yes bring babe
ham,"Its good, we'll find a way",good find way
ham,Can not use foreign stamps in this country. Good lecture .,use foreign stamp country good lecture
ham,Yup bathe liao...,yup bathe liao
ham,HAPPY NEW YEAR MY NO.1 MAN,HAPPY NEW year no MAN
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh MR SHEFFIELD wanna play game okay boss nanny raise
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,ZOE hit IM FUCKING SHITIN IL DEFO try HARDEST CUM MOROW LUV million LEKDOG
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello baby mom set computer fill belly go loverboy miss sigh
ham,"No my blankets are sufficient, thx",blanket sufficient thx
